130, 1
131, 1
132, 1
133, 1
134, 1
135, 1
136, 1
137, 0.997
138, 0.959
139, 0.925
140, 0.895
141, 0.867
142, 0.843
143, 0.82
144, 0.799
145, 0.78
146, 0.762
147, 0.745
148, 0.73
149, 0.715
150, 0.701
151, 0.689
152, 0.677
153, 0.665
154, 0.654
155, 0.644
156, 0.634
157, 0.625
158, 0.616
159, 0.608
160, 0.6
161, 0.592
162, 0.585
163, 0.578
164, 0.571
165, 0.564
166, 0.558
167, 0.552
168, 0.546
169, 0.541
170, 0.535
171, 0.53
172, 0.525
173, 0.52
174, 0.515
175, 0.511
176, 0.506
177, 0.502
178, 0.498
179, 0.494
180, 0.49
181, 0.486
182, 0.482
183, 0.478
184, 0.475
185, 0.471
186, 0.468
187, 0.465
188, 0.461
189, 0.458
190, 0.455
191, 0.452
192, 0.449
193, 0.447
194, 0.444
195, 0.441
196, 0.438
197, 0.436
198, 0.433
199, 0.431
200, 0.428
201, 0.426
202, 0.424
203, 0.421
204, 0.419
205, 0.417
206, 0.415
207, 0.413
208, 0.411
209, 0.408
210, 0.406
211, 0.405
212, 0.403
213, 0.401
214, 0.399
215, 0.397
216, 0.395
217, 0.393
218, 0.392
219, 0.39
220, 0.388
221, 0.387
222, 0.385
223, 0.383
224, 0.382
225, 0.38
226, 0.379
227, 0.377
228, 0.376
229, 0.374
230, 0.373
231, 0.371
232, 0.37
233, 0.369
234, 0.367
235, 0.366
236, 0.365
237, 0.363
238, 0.362
239, 0.361
240, 0.36
241, 0.358
242, 0.357
243, 0.356
244, 0.355
245, 0.354
246, 0.352
247, 0.351
248, 0.35
249, 0.349
250, 0.348
251, 0.347
252, 0.346
253, 0.345
254, 0.344
255, 0.343
256, 0.342
257, 0.341
258, 0.34
259, 0.339
260, 0.338
261, 0.337
262, 0.336
263, 0.335
264, 0.334
265, 0.333
266, 0.332
267, 0.331
268, 0.33
269, 0.33
270, 0.329
271, 0.328
272, 0.327
273, 0.326
274, 0.325
275, 0.325
276, 0.324
277, 0.323
278, 0.322
279, 0.321
280, 0.321
281, 0.32
282, 0.319
283, 0.318
284, 0.318
285, 0.317
286, 0.316
287, 0.315
288, 0.315
289, 0.314
290, 0.313
291, 0.313
292, 0.312
293, 0.311
294, 0.31
295, 0.31
296, 0.309
297, 0.308
298, 0.308
299, 0.307
300, 0.307
301, 0.306
302, 0.305
303, 0.305
304, 0.304
305, 0.303
306, 0.303
307, 0.302
308, 0.302
309, 0.301
310, 0.3
311, 0.3
312, 0.299
313, 0.299
314, 0.298
315, 0.298
316, 0.297
317, 0.296
318, 0.296
319, 0.295
320, 0.295
321, 0.294
322, 0.294
323, 0.293
324, 0.293
325, 0.292
326, 0.292
327, 0.291
328, 0.291
329, 0.29
330, 0.29
331, 0.289
332, 0.289
333, 0.288
334, 0.288
335, 0.287
336, 0.287
337, 0.286
338, 0.286
339, 0.285
340, 0.285
341, 0.284
