131,82; 6,46  
173,93; 4,79  
247,52; 5,00  
319,37; 4,86  
377,15; 6,39  
443,69; 7,57  
545,28; 8,89  
673,16; 10,21 
806,26; 12,36 
923,57; 15,00 
1035,63; 17,71
1138,88; 21,74
1266,60; 27,36
1383,75; 34,58
1499,15; 41,81
1581,27; 48,75
1652,90; 54,79
1691,27; 60,00
