237.19; 1.77
232.26; 1.75
232.26; 1.69
227.74; 1.62
227.12; 1.56
223.42; 1.48
218.49; 1.40
215.62; 1.32
218.49; 1.26
221.99; 1.24
228.15; 1.29
231.64; 1.35
235.75; 1.41
239.25; 1.46
242.95; 1.54
239.86; 1.60
238.42; 1.66
237.81; 1.72
