301.16; 22.40
349.61; 26.07
400.39; 21.91
455.43; 21.36
499.61; 20.94
545.74; 26.55
600.00; 33.23
655.43; 37.67
699.22; 41.16
769.77; 48.23
830.62; 54.32
867.83; 58.03
887.21; 60.00
