232.47; 1.00
231.44; 1.04
227.33; 1.09
225.89; 1.16
226.51; 1.21
227.33; 1.24
232.67; 1.22
238.84; 1.27
247.26; 1.35
252.19; 1.43
257.33; 1.54
262.26; 1.54
262.88; 1.48
263.49; 1.42
267.60; 1.38
273.15; 1.41
277.26; 1.43
282.40; 1.39
292.67; 1.41
302.53; 1.46
312.40; 1.49
322.26; 1.55
332.12; 1.58
336.44; 1.50
335.62; 1.40
337.05; 1.30
340.75; 1.24
347.33; 1.19
343.42; 1.14
338.29; 1.08
336.23; 1.03
336.85; 1.00
