301.16; 22.74
341.47; 23.61
398.06; 23.82
455.43; 25.44
510.47; 27.28
568.22; 30.39
627.91; 33.75
685.27; 37.15
739.92; 42.13
787.21; 46.91
830.62; 51.38
871.71; 55.57
908.91; 60.00
