389,20; 13,21
389,20; 21,49
389,20; 31,35
389,20; 8,56
389,20; 45,84
389,20; 59,86
390,22; 5,85
391,23; 3,80
393,26; 2,75
400,36; 1,88
411,01; 1,45
425,22; 1,18
440,43; 1,01
